,Reward,Running Drop Rate,Running Energy,Running Latency
0,1.0,0.0,1.374,0
1,2.0,0.0,3.0915,4
2,3.0,0.0,5.1525,9
3,4.0,0.0,6.5265,15
4,5.0,0.0,7.900500000000001,19
5,6.0,0.0,10.648500000000002,23
6,7.0,0.0,98.1485,31
7,8.0,0.0,99.5225,36
8,9.0,0.0,101.24,40
9,10.0,0.0,103.301,45
10,11.0,0.0,208.30100000000002,51
11,12.0,0.0,210.70550000000003,57
12,13.0,0.0,212.42300000000003,64
13,14.0,0.0,214.48400000000004,69
14,15.0,0.0,215.85800000000003,75
15,16.0,0.0,217.57550000000003,79
16,17.0,0.0,322.57550000000003,84
17,18.0,0.0,427.57550000000003,90
18,19.0,0.0,532.5755,96
19,20.0,0.0,534.98,102
20,21.0,0.0,622.48,109
21,22.0,0.0,624.1975,114
22,22.523625609385903,0.0,799.1975,119
23,23.523625609385903,0.0,800.5715,129
24,24.523625609385903,0.0,803.3195000000001,133
25,25.523625609385903,0.0,805.3805000000001,141
26,26.523625609385903,0.0,807.7850000000001,147
27,27.523625609385903,0.0,809.5025,154
28,28.523625609385903,0.0,811.5635000000001,159
29,28.228332233606974,0.0,1021.5635000000001,165
30,28.005383331767,0.0,1214.0635000000002,177
31,29.005383331767,0.0,1215.4375000000002,188
32,30.005383331767,0.0,1218.1855000000003,192
33,29.06110041279088,0.0,1428.1855000000003,200
34,30.06110041279088,0.0,1429.5595000000003,212
35,31.06110041279088,0.0,1431.9640000000004,216
36,32.06110041279088,0.0,1433.6815000000004,223
37,33.06110041279088,0.0,1521.1815000000004,228
38,34.06110041279088,0.0,1522.5555000000004,233
39,35.06110041279088,0.0,1525.3035000000004,237
40,34.85551758359934,0.0,1735.3035000000004,245
41,35.85551758359934,0.0,1737.7080000000005,257
42,36.85551758359934,0.0,1825.2080000000005,264
43,37.85551758359934,0.0,1826.9255000000005,269
44,38.85551758359934,0.0,1829.3300000000006,274
45,39.85551758359934,0.0,1916.8300000000006,281
46,40.85551758359934,0.0,2039.3300000000006,286
47,41.85551758359934,0.0,2040.7040000000006,293
48,42.85551758359934,0.0,2042.4215000000006,297
49,43.85551758359934,0.0,2043.7955000000006,302
50,44.13421243780157,0.0,2236.2955000000006,306
51,44.61638770279886,0.0,2411.2955000000006,317
52,45.61638770279886,0.0,2413.7000000000007,327
53,46.61638770279886,0.0,2415.0740000000005,334
54,47.61638770279886,0.0,2416.7915000000007,338
55,48.61638770279886,0.0,2418.1655000000005,343
56,49.61638770279886,0.0,2419.8830000000007,347
57,50.61638770279886,0.0,2421.944000000001,352
58,51.61638770279886,0.0,2424.348500000001,358
59,52.156560287947016,0.0,2599.348500000001,365
60,53.156560287947016,0.0,2600.7225000000008,375
61,54.156560287947016,0.0,2603.470500000001,379
62,55.156560287947016,0.0,2605.531500000001,387
