,Reward,Running Drop Rate,Running Energy,Running Latency
0,1.0,0.0,1.374,0
1,2.0,0.0,123.87400000000001,4
2,3.0,0.0,125.59150000000001,11
3,4.0,0.0,126.9655,16
4,5.0,0.0,214.46550000000002,20
5,6.0,0.0,216.18300000000002,25
6,7.0,0.0,218.58750000000003,30
7,8.0,0.0,220.30500000000004,37
8,9.0,0.0,307.80500000000006,42
9,10.0,0.0,412.80500000000006,47
10,11.0,0.0,415.20950000000005,53
11,12.0,0.0,417.95750000000004,60
12,13.0,0.0,421.39250000000004,68
13,14.0,0.0,425.17100000000005,78
14,15.0,0.0,530.171,89
15,16.0,0.0,531.5450000000001,95
16,16.23714031211617,0.0,724.0450000000001,99
17,17.23714031211617,0.0,829.0450000000001,110
18,18.23714031211617,0.0,830.4190000000001,116
19,19.23714031211617,0.0,952.9190000000001,120
20,20.23714031211617,0.0,955.3235000000001,127
21,21.23714031211617,0.0,957.041,134
22,22.23714031211617,0.0,958.4150000000001,139
23,23.206449351440043,0.0,1150.9150000000002,143
24,24.206449351440043,0.0,1152.2890000000002,154
25,24.295163997170924,0.0,1344.7890000000002,158
26,24.55274666064533,0.0,1572.2890000000002,169
27,25.55274666064533,0.0,1659.7890000000002,182
28,26.55274666064533,0.0,1662.1935000000003,187
29,27.55274666064533,0.0,1749.6935000000003,194
30,28.55274666064533,0.0,1837.1935000000003,199
31,28.21660225664317,0.0,2117.1935000000003,204
32,27.21660225664317,0.030303030303030304,2362.1935000000003,220
33,28.21660225664317,0.029411764705882353,2449.6935000000003,234
34,29.21660225664317,0.02857142857142857,2453.1285000000003,239
35,28.21660225664317,0.05555555555555555,2733.1285000000003,249
36,28.400035421312243,0.05405405405405406,2943.1285000000003,265
37,28.20193842886371,0.05263157894736842,3170.6285000000003,277
38,27.619337301983066,0.05128205128205128,3363.1285000000003,290
39,28.619337301983066,0.05,3364.5025,301
40,29.619337301983066,0.04878048780487805,3368.281,305
41,29.835384254167717,0.047619047619047616,3543.281,316
42,30.034671501101343,0.046511627906976744,3735.781,326
43,31.034671501101343,0.045454545454545456,3858.281,337
44,32.03467150110134,0.044444444444444446,3859.6549999999997,344
45,31.034671501101343,0.06521739130434782,4174.655,348
46,30.855392546105268,0.06382978723404255,4349.655,366
47,31.855392546105268,0.0625,4437.155,376
48,32.855392546105264,0.061224489795918366,4438.5289999999995,381
49,33.28158402637992,0.06,4631.0289999999995,385
50,34.28158402637992,0.058823529411764705,4632.746499999999,396
51,33.69659228509704,0.057692307692307696,4877.746499999999,401
52,34.69659228509704,0.05660377358490566,4879.807499999999,415
53,35.69659228509704,0.05555555555555555,4882.211999999999,421
54,36.472646090517095,0.05454545454545454,5057.211999999999,428
55,37.472646090517095,0.05357142857142857,5144.711999999999,438
56,38.472646090517095,0.05263157894736842,5146.085999999998,443
57,39.472646090517095,0.05172413793103448,5148.833999999998,447
58,38.472646090517095,0.06779661016949153,5481.333999999998,455
59,38.79487106904881,0.06666666666666667,5673.833999999998,474
60,38.63228719133614,0.06557377049180328,5866.333999999998,485
61,39.402044176123525,0.06451612903225806,6058.833999999998,496
62,38.402044176123525,0.07936507936507936,6373.833999999998,507
63,39.402044176123525,0.078125,6461.333999999998,525
64,39.564359511856686,0.07692307692307693,6653.833999999998,530
65,39.922611908661686,0.07575757575757576,6846.333999999998,541
66,40.922611908661686,0.07462686567164178,6847.707999999998,552
67,41.922611908661686,0.07352941176470588,6850.455999999997,556
68,42.922611908661686,0.07246376811594203,6955.455999999997,564
69,43.27320851410461,0.07142857142857142,7130.455999999997,570
70,43.64942558436708,0.07042253521126761,7322.955999999997,580
71,42.64942558436708,0.08333333333333333,7602.955999999997,591
72,43.64942558436708,0.0821917808219178,7605.360499999997,607
73,42.64942558436708,0.0945945945945946,7902.860499999997,614
74,42.501324991110174,0.09333333333333334,8095.360499999997,631
75,43.501324991110174,0.09210526315789473,8096.734499999997,642
76,44.501324991110174,0.09090909090909091,8184.234499999997,646
77,44.83374678986911,0.08974358974358974,8376.734499999997,651
78,43.83374678986911,0.10126582278481013,8674.234499999997,662
79,44.373898987933934,0.1,8866.734499999997,679
80,45.373898987933934,0.09876543209876543,8868.108499999997,690
81,46.373898987933934,0.0975609756097561,8955.608499999997,694
82,47.373898987933934,0.0963855421686747,9078.108499999997,699
83,48.373898987933934,0.09523809523809523,9079.482499999996,706
84,48.76753261386482,0.09411764705882353,9271.982499999996,710
85,49.76753261386482,0.09302325581395349,9274.730499999996,721
86,50.76753261386482,0.09195402298850575,9379.730499999996,729
87,51.76753261386482,0.09090909090909091,9381.104499999996,735
88,52.76753261386482,0.0898876404494382,9382.821999999996,739
89,53.76753261386482,0.08888888888888889,9384.195999999996,744
90,53.44936538339382,0.08791208791208792,9594.195999999996,748
91,54.44936538339382,0.08695652173913043,9595.569999999996,760
92,55.44936538339382,0.08602150537634409,9597.287499999997,764
93,56.44936538339382,0.0851063829787234,9599.348499999996,769
94,57.44936538339382,0.08421052631578947,9602.783499999996,775
95,58.44936538339382,0.08333333333333333,9605.187999999996,785
96,58.95286529050178,0.08247422680412371,9797.687999999996,792
97,59.07184369299869,0.08163265306122448,9990.187999999996,803
98,60.07184369299869,0.08080808080808081,9991.561999999996,814
99,59.07184369299869,0.09,10306.561999999996,818
100,58.07184369299869,0.09900990099009901,10604.061999999996,836
101,59.07184369299869,0.09803921568627451,10726.561999999996,853
102,60.07184369299869,0.0970873786407767,10727.935999999996,860
103,61.07184369299869,0.09615384615384616,10850.435999999996,864
104,62.07184369299869,0.09523809523809523,10851.809999999996,871
105,63.07184369299869,0.09433962264150944,10854.214499999996,875
106,64.0718436929987,0.09345794392523364,10941.714499999996,882
107,65.0718436929987,0.09259259259259259,10943.431999999997,887
108,66.0718436929987,0.09174311926605505,10944.805999999997,892
109,67.0718436929987,0.09090909090909091,10946.523499999998,896
110,68.0718436929987,0.09009009009009009,11034.023499999998,901
111,67.7421968434251,0.08928571428571429,11279.023499999998,906
112,68.7421968434251,0.08849557522123894,11282.114999999998,920
113,69.7421968434251,0.08771929824561403,11284.519499999999,929
114,70.7421968434251,0.08695652173913043,11389.519499999999,936
115,71.7421968434251,0.08620689655172414,11494.519499999999,942
116,72.7421968434251,0.08547008547008547,11582.019499999999,948
117,73.7421968434251,0.0847457627118644,11669.519499999999,953
118,74.7421968434251,0.08403361344537816,11670.893499999998,958
119,74.98958147936413,0.08333333333333333,11845.893499999998,962
120,75.98958147936413,0.08264462809917356,11848.297999999999,972
121,75.00200469959005,0.08196721311475409,12058.297999999999,979
122,76.00200469959005,0.08130081300813008,12061.045999999998,991
123,77.00200469959005,0.08064516129032258,12063.106999999998,999
124,78.00200469959005,0.08,12150.606999999998,1005
125,79.00200469959005,0.07936507936507936,12151.980999999998,1010
126,80.00200469959005,0.07874015748031496,12153.698499999999,1014
127,80.3874330245175,0.078125,12363.698499999999,1019
128,80.59820577910729,0.07751937984496124,12538.698499999999,1031
129,81.59820577910729,0.07692307692307693,12643.698499999999,1041
130,82.59820577910729,0.07633587786259542,12645.072499999998,1047
131,83.59820577910729,0.07575757575757576,12647.820499999998,1051
132,84.59820577910729,0.07518796992481203,12735.320499999998,1059
133,85.59820577910729,0.07462686567164178,12737.724999999999,1064
134,85.6667836861053,0.07407407407407407,12930.224999999999,1071
135,86.6667836861053,0.07352941176470588,12931.598999999998,1082
136,87.6667836861053,0.072992700729927,13019.098999999998,1086
137,87.38182972682807,0.07246376811594203,13229.098999999998,1091
138,88.38182972682807,0.07194244604316546,13316.598999999998,1103
139,89.38182972682807,0.07142857142857142,13421.598999999998,1108
140,90.38182972682807,0.07092198581560284,13422.972999999998,1114
141,91.38182972682807,0.07042253521126761,13424.346999999998,1118
142,91.4487222750344,0.06993006993006994,13616.846999999998,1122
143,92.4487222750344,0.06944444444444445,13618.564499999999,1133
144,93.4487222750344,0.06896551724137931,13620.625499999998,1138
145,94.4487222750344,0.0684931506849315,13708.125499999998,1144
146,93.4487222750344,0.07482993197278912,14005.625499999998,1149
147,94.4487222750344,0.07432432432432433,14008.029999999999,1166
148,95.4487222750344,0.0738255033557047,14095.529999999999,1173
149,96.4487222750344,0.07333333333333333,14200.529999999999,1178
150,97.4487222750344,0.0728476821192053,14305.529999999999,1184
151,98.4487222750344,0.07236842105263158,14306.903999999999,1190
152,97.5259225607247,0.0718954248366013,14534.403999999999,1194
153,98.5259225607247,0.07142857142857142,14535.777999999998,1207
154,99.5259225607247,0.07096774193548387,14537.495499999999,1211
155,100.5259225607247,0.07051282051282051,14539.556499999999,1216
156,101.5259225607247,0.07006369426751592,14540.930499999999,1222
157,101.3952599332307,0.06962025316455696,14733.430499999999,1226
158,101.41224757540078,0.06918238993710692,14943.430499999999,1237
159,102.41224757540078,0.06875,14944.804499999998,1249
160,103.41224757540078,0.06832298136645963,14946.178499999998,1253
161,104.41224757540078,0.06790123456790123,15051.178499999998,1257
162,105.41224757540078,0.06748466257668712,15052.552499999998,1263
163,106.41224757540078,0.06707317073170732,15055.300499999998,1267
164,107.41224757540078,0.06666666666666667,15142.800499999998,1275
165,108.41224757540078,0.06626506024096386,15145.204999999998,1280
166,109.41224757540078,0.0658682634730539,15146.922499999999,1287
167,110.41224757540078,0.06547619047619048,15151.044499999998,1292
168,111.41224757540078,0.0650887573964497,15153.448999999999,1304
169,112.41224757540078,0.06470588235294118,15155.8535,1311
170,113.41224757540078,0.06432748538011696,15157.571,1318
171,114.41224757540078,0.06395348837209303,15159.632,1323
172,114.55470234203071,0.06358381502890173,15369.632,1329
173,115.55470234203071,0.06321839080459771,15474.632,1341
174,115.76637170230867,0.06285714285714286,15719.632,1347
175,116.76637170230867,0.0625,15807.132,1361
176,116.29148111221055,0.062146892655367235,16017.132,1366
177,117.29148111221055,0.06179775280898876,16122.132,1378
178,118.29148111221055,0.061452513966480445,16124.5365,1384
179,119.29148111221055,0.06111111111111111,16126.941,1391
180,120.29148111221055,0.06077348066298342,16130.719500000001,1398
181,119.29148111221055,0.06593406593406594,16428.2195,1409
182,120.29148111221055,0.06557377049180328,16515.7195,1426
183,121.29148111221055,0.06521739130434782,16517.0935,1431
184,121.74428485960178,0.06486486486486487,16709.5935,1435
185,122.74428485960178,0.06451612903225806,16814.5935,1446
186,123.74428485960178,0.058823529411764705,16816.998,1452
187,123.20689169900501,0.05319148936170213,17026.998,1459
188,124.20689169900501,0.05291005291005291,17028.372,1471
189,124.44879742000987,0.05263157894736842,17238.372,1475
190,125.44879742000987,0.05235602094240838,17240.0895,1487
191,125.96479646613986,0.052083333333333336,17450.0895,1492
192,126.96479646613986,0.05181347150259067,17452.494,1504
